date,fname,year,month,day,net,station,flag,tt,date_time,weight,amplitude,phase,channel
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,77806.06700000001,2021-01-26T21:36:46.067000,0.8148040175437927,498851285.15625,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78022.03700000001,2021-01-26T21:40:22.037000,0.38186877965927124,20238811.645507812,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78271.73700000001,2021-01-26T21:44:31.737000,0.8532300591468811,472105562.5,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78864.75700000001,2021-01-26T21:54:24.757000,0.7052481770515442,11789125.061035156,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78908.75700000001,2021-01-26T21:55:08.757000,0.6458219289779663,1092780609.375,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,79212.937,2021-01-26T22:00:12.937000,0.8416374921798706,113202590.8203125,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,79772.50700000001,2021-01-26T22:09:32.507000,0.7821332812309265,28006684.5703125,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,79860.997,2021-01-26T22:11:00.997000,0.505636990070343,21377054.321289062,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,80015.95700000001,2021-01-26T22:13:35.957000,0.6273419260978699,11078897.705078125,P,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,80320.027,2021-01-26T22:18:40.027000,0.82023024559021,39067364.501953125,P,HHE
20210126,ES.EBER.S,2021,1,26,ES,EBER,1,78918.837,2021-01-26T21:55:18.837000,0.41677916049957275,2641343046.875,S,HHE
20210126,ES.EBER.S,2021,1,26,ES,EBER,1,80333.077,2021-01-26T22:18:53.077000,0.39203453063964844,60457268.06640625,S,HHE
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,77806.06700000001,2021-01-26T21:36:46.067000,0.7746720910072327,672435257.8125,P,HHN
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78021.717,2021-01-26T21:40:21.717000,0.515175998210907,24137250.122070312,P,HHN
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78271.73700000001,2021-01-26T21:44:31.737000,0.8709308505058289,445733082.03125,P,HHN
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78864.67700000001,2021-01-26T21:54:24.677000,0.4369358718395233,15037091.430664062,P,HHN
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,78908.917,2021-01-26T21:55:08.917000,0.5608455538749695,1874034906.25,P,HHN
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,79212.917,2021-01-26T22:00:12.917000,0.6908581256866455,135264708.0078125,P,HHN
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,79772.62700000001,2021-01-26T22:09:32.627000,0.7030026912689209,28274428.7109375,P,HHN
20210126,ES.EBER.P,2021,1,26,ES,EBER,1,79860.837,2021-01-26T22:11:00.837000,0.5098485350608826,17397378.540039062,P,HHN
